question,answer,label,preds,em,f1,acc,wall_time,total_tokens,steps,tool_cost,token_cost,total_cost
"For 12 servings of Chicken Surprise, you need 4.5 pounds of chicken and 24 ounces of stuffing. How many ounces would one serving of Chicken Surprise be?","Chicken = 4.5 pounds = <<4.5*16=72>>72 ounces
Chicken + stuffing = 72 + 24 = <<72+24=96>>96 ounces
96/12 = <<96/12=8>>8 ounces
Each serving would be 8 ounces.
#### 8",8, 8 ounces,False,0.6666666666666666,1,8.675368547439575,475,3,0,0.00095,0.00095
"Lola plays basketball on her school team. Her team scored twice at many points at their last home game than their first away game. At the second away game, they scored eighteen points more than the previous away game. At the third away game, they scored two more points than at their second. If Lola’s team scored 62 points at their last home game, how many points do they have to score in their next game to bring their cumulative points up to four times the score from their last home game?","At their following away game, Lola’s team scored half as many points as at their home game, so they scored 62 / 2 = <<62/2=31>>31 points.
At the second away game, they scored 31 + 18 = <<31+18=49>>49 points.
At the third away game, they scored 49 + 2 = <<49+2=51>>51 points.
A cumulative score of four times their last home game is 4 * 62 = <<4*62=248>>248 points.
Thus, Lola’s team has to score 248 - 193 = <<248-193=55>>55 points to bring their cumulative points up to 248.
#### 55",55, 55,True,1.0,1,13.771726369857788,611,4,0,0.001222,0.001222
"Tricia ordered three dozen eggs. She will use 1/4 of them for making crepes, and 2/3 of the remaining for making cupcakes. How many eggs are left to make sunny-side-up eggs for breakfast?","Since a dozen is equal to 12, then 3 dozen eggs are equal to 12 x 3 = <<3*12=36>>36 eggs.
Tricia will use 36 x 1/4 = <<36*1/4=9>>9 eggs for making crepes.
So there are 36 - 9 = <<36-9=27>>27 eggs left.
27 x 2/3 = <<27*2/3=18>>18 eggs will be used for making cupcakes.
Thus, there are only 27 - 18 = <<27-18=9>>9 eggs left to make sunny-side-up eggs for breakfast.
#### 9",9, 9 eggs.,False,0.6666666666666666,1,9.341353178024292,486,5,0,0.000972,0.000972
Jack is ordering custom baseball caps for him and his two best friends. Jack's head is 12 inches in circumference. Charlie's head is 9 inches more than half the circumference of Jack's head. Bill's head is 2/3 the circumference of Charlie's head. How many inches in circumference is Bill's head?,"First find half the circumference of Jack's head: 12 inches / 2 = <<12/2=6>>6 inches
Then find how big Charlie's head is: 6 inches + 9 inches = <<6+9=15>>15 inches
Then find how big Bill's head is: 15 inches * 2/3 = <<15*2/3=10>>10 inches
#### 10",10, 10 inches,False,0.6666666666666666,1,8.288458347320557,489,3,0,0.000978,0.000978
John carves a giant marble rectangular prism 8 meters tall with a 2-meter square base.  It has a density of 2700 kg per cubic meter.  How much does it weigh?,"The marble statue has a volume of 2*2*8=<<2*2*8=32>>32 cubic meters
So that means it has a weight of 2700*32=<<2700*32=86400>>86,400 kg
#### 86,400","86,400"," 847,680 N",False,0.0,0,8.081200122833252,469,3,0,0.0009379999999999999,0.0009379999999999999
"Billy is breeding mice for an experiment. He starts with 8 mice, who each have 6 pups. When the pups grow up, all the mice have another 6 pups. Then each adult mouse eats 2 of their pups due to the stress of overcrowding. How many mice are left?","First find the number of pups in the first generation: 8 mice * 6 pups/mouse = <<8*6=48>>48 pups
Then add the number of adult mice to find the total number of mice: 48 pups + 8 mice = <<48+8=56>>56 mice
Then find the number of pups per mouse that survive from the second generation: 6 pups/mouse - 2 pups/mouse = <<6-2=4>>4 pups/mouse
Then multiply that number by the number of adult mice to find the number of pups in the second generation: 56 mice * 4 pups/mouse = <<56*4=224>>224 mice
Then add the number of adult mice to the number of second-generation pups to find the total number of mice: 224 mice + 56 mice = <<224+56=280>>280 mice
#### 280",280, 280,True,1.0,1,13.171273946762085,558,5,0,0.001116,0.001116
Mark is a lawyer who works at the county courthouse every day. It takes him 5 minutes to find parking and 3 minutes to walk into the courthouse. 2 days of the week it takes him 30 minutes to get through the metal detector and the other 3 days are less crowded so he gets through in 10 minutes. How long does he spend on all these activities in a week with 5 work days?,"First find how long Mark spends on parking and walking each day: 5 minutes + 3 minutes = <<5+3=8>>8 minutes
Then multiply that number by his number of workdays to find the total walking and parking time: 8 minutes/day * 5 days/week = <<8*5=40>>40 minutes/week
Then multiply the number of long-wait days by the time of each long wait: 2 days/week * 30 minutes/day = <<2*30=60>>60 minutes/week
Then multiply the number of short-wait days by the time of each short wait: 3 days/week * 10 minutes/day = <<3*10=30>>30 minutes/week
Then add the length of time Mark spends on each activity to find the total time spent: 30 minutes/week + 60 minutes/week + 40 minutes/week = <<30+60+40=130>>130 minutes/week
#### 130",130, 130 minutes/week,False,0.6666666666666666,1,13.489229440689087,588,3,0,0.001176,0.001176
John's dog has a litter of 8 puppies.  He gives away half of them.  He keeps one of the remaining puppies.  He then takes the remaining puppies and sells them each for $600.  He had to give the owner of the stud $300.  How much money does he profit?,"He had 8/2=<<8/2=4>>4 left after giving some puppies away
He then keeps one so he sells 4-1=<<4-1=3>>3 puppies
That means he made 3*600=$<<3*600=1800>>1800
So his profit was 1800-300=$<<1800-300=1500>>1500
#### 1500",1500, $2100.,False,0.0,0,6.487587213516235,503,5,0,0.001006,0.001006
"Grace just started her own business. Each week, she charges 300 dollars. Grace's client will pay her every 2 weeks. How many weeks will it take for Grace to get 1800 dollars?","Every two weeks, Grace will get 300*2=<<300*2=600>>600 dollars.
It will take Grace 1800/600=3 2-week intervals to get 1800 dollars.
It will take Grace 3*2=<<3*2=6>>6 weeks in total.
#### 6",6, 6 weeks.,False,0.6666666666666666,1,7.488583326339722,492,3,0,0.0009839999999999998,0.0009839999999999998
"Jenny brought in 40 peanut butter cookies and 50 chocolate chip cookies for the bake sale. Marcus brought in 30 peanut butter cookies and and 20 lemon cookies. If Renee, who's allergic to peanuts, picks a cookie at random, what is the chance she'll have an allergic reaction expressed as a percentage?","First find the total number of peanut butter cookies: 40 peanut butter cookies + 30 peanut butter cookies = <<40+30=70>>70 peanut butter cookies
Then find the total number of cookies by adding the number of peanut butter cookies to the number of the other two types: 70 peanut butter cookies + 50 chocolate chip cookies + 20 lemon cookies = <<70+50+20=140>>140 cookies
Then divide the number of peanut butter cookies by the total number of cookies and multiply by 100% to find the percentage chance of Renee getting a peanut butter cookie: 70 peanut butter cookies / 140 cookies * 100% = 50%
#### 50",50, 50%,True,1.0,0,11.76919674873352,542,4,0,0.001084,0.001084
"Hannah comes home from work to find her older son taped her younger son to a chair with 22 strands of duct tape. If Hannah can cut 8 strands per minute and her son can cut 3 strands per minute, how long will it take them to free her younger son?","First find the total number of strands the two of them can cut per minute: 8 strands + 3 strands = <<8+3=11>>11 strands
Then divide the total number of strands by the number of strands they cut per minute to find the number of minutes it takes to cut all the strands: 22 strands / 11 strands/minute = <<22/11=2>>2 minutes
#### 2",2, 2 minutes,False,0.6666666666666666,0,9.36085295677185,494,4,0,0.000988,0.000988
"Jerry charges $20 to pierce someone's nose and 50% more to pierce their ears. If he pierces 6 noses and 9 ears, how much money does he make?","First find how much more Jerry charges to pierce one person's ears than their nose: $20 * 50% = $<<20*50*.01=10>>10
Then add that amount to the cost of nose piercing to find the total cost: $10 + $20 = $<<10+20=30>>30
Then multiply that price by the number of ears he pierces to find his total earnings from ear-piercing: $30/ear * 9 ears = $<<30*9=270>>270
Then multiply the price of nose-piercing by the number of noses pierced: $20/nose * 6 noses = $<<20*6=120>>120
Then add the money from nose-piercing to the money from ear-piercing to find Jerry's total income: $120 + $270 = $<<120+270=390>>390
#### 390",390, $390.,True,1.0,1,12.044819355010986,521,5,0,0.001042,0.001042
"Bob and Johnny have a leaf raking business. They charge $4 for each bag of leaves they rake. On Monday they raked 5 bags of leaves. On Tuesday they raked 3 bags of leaves. On Wednesday, they counted their money and found they had $68 for all three days. How many bags of leaves did they rake on Wednesday?","Combining Monday and Tuesday, they raked 5 + 3 = <<5+3=8>>8 bags of leaves.
They earned 8 * $4 = $<<8*4=32>>32 for the first two days.
O for Wednesday's work they earned $68 - $32 = $<<68-32=36>>36.
Thus, they raked $36 / $4 = <<36/4=9>>9 bags of leaves on Wednesday.
#### 9",9, 9 bags,False,0.6666666666666666,1,12.398685693740845,561,4,0,0.001122,0.001122
"Bill milked his cow and got 16 gallons of milk. He turned 1/4 into sour cream, 1/4 into butter, and kept the rest as whole milk. It takes 4 gallons of milk to make one gallon of butter and 2 gallons of milk to make 1 gallon of sour cream. If Bill sells butter for $5/gallon, sour cream for $6/gallon, and whole milk for $3/gallon, how much money does he make?","First find how much milk Bill turned into sour cream and butter: 16 gallons * 1/4 = <<16*1/4=4>>4 gallons
Then find how many gallons of butter he makes out of 4 gallons of milk: 4 gallons milk / 4 gallons milk/1 gallon butter = <<4/4/1=1>>1 gallon butter
Then find how many gallons of sour cream he makes out of 4 gallons of milk: 4 gallons milk / 2 gallons milk/1 gallon sour cream = <<4/2/1=2>>2 gallon sour cream
Then subtract the amount of milk turned into butter and sour cream to find the remaining amount of whole milk: 16 gallons - 4 gallons - 4 gallons = <<16-4-4=8>>8 gallons
Then multiply the number of gallons of milk by the price of milk to find the total cost of the milk: 8 gallons * $3/gallon = $<<8*3=24>>24
Then multiply the number of gallons of sour cream by the price of sour cream to find the total cost of the sour cream: 2 gallons * $6/gallon = $<<2*6=12>>12
Then add the cost of the butter, sour cream and milk to find the total amount of money Bill earns: $24 + $12 + $5 = $<<24+12+5=41>>41
#### 41",41, $41,True,1.0,1,16.1783230304718,645,4,0,0.00129,0.00129
"John decides to replace all his VHS with DVDs.  He can trade in his VHS for $2 each and then buy the DVDs for $10 each.  If he has 100 movies, how much does it cost to replace his movies?","It cost 10-2=$<<10-2=8>>8 to replace each movie
So it would cost 8*100=$<<8*100=800>>800 to replace everything
#### 800",800, $1200,False,0.0,0,10.29551911354065,483,3,0,0.000966,0.000966
"Hannah is buying some apples for $5 per kilogram. If she would get a 40% discount on each kilogram of apples, how much would she pay for 10 kilograms of them?","A 40% discount on each kilogram of apples would mean the price being 40/100 * 5 = $<<40/100*5=2>>2 smaller.
So one kilogram of apples would cost not $5, but 5 - 2 = $<<5-2=3>>3.
So for 10 kilograms of apples Hannah would pay 3 * 10 = $<<3*10=30>>30.
#### 30",30, $30,True,1.0,0,7.307427406311035,436,3,0,0.0008719999999999999,0.0008719999999999999
"Johny traveled South 40 miles, then turned East and traveled for 20 more miles than the distance he took to travel to the south. If he turned North and traveled twice the distance he had traveled to the East, calculate the total distance his journey took.","If the distance he took traveling to the East is 20 miles more than the distance he took to travel to the south, he took 40+20 = 60 miles traveling to the East.
Johny's total distance traveling to the south and then to the East is 60+40 = <<60+40=100>>100 miles.
The journey to the North was 2*60 = <<2*60=120>>120, twice the distance he took traveling to the East.
The whole journey took 100+120 = <<100+120=220>>220 miles.
#### 220",220, 220 miles.,False,0.6666666666666666,1,17.013190746307373,595,5,0,0.0011899999999999999,0.0011899999999999999
"A tank can hold 100 liters of water. At the beginning of the rainy season, the tank is 2/5 filled with water. On the first day of the rainy season, the tank collected 15 liters of water. On the second day, 5 liters more water was collected than on the first day. On the third day, the tank was already filled. How many liters of water were collected on the third day?","At the beginning of the rainy season, the tank is filled with 100 x 2/5 = <<100*2/5=40>>40 liters of water.
On the first day of the rainy season, the tank had 40 + 15 = <<40+15=55>>55 liters of water.
On the second day, 15 + 5 = <<15+5=20>>20 liters of water were collected.
So, the tank is filled with 55 + 20 = <<55+20=75>>75 liters of water on the second day.
Therefore, 100 - 75 = <<100-75=25>>25 liters of water were collected on the third day.
#### 25",25, 5 liters,False,0.0,0,11.649008989334106,553,4,0,0.001106,0.001106
